year,state_fips_code,asd_code,asd_desc,BARLEY,BEANS,CANOLA,CHICKPEAS,CORN,COTTON,FLAXSEED,LENTILS,MUSTARD,OATS,PEANUTS,PEAS,POTATOES,RICE,RYE,SAFFLOWER,SORGHUM,SOYBEANS,SUGARBEETS,SUNFLOWER,SWEET CORN,SWEET POTATOES,TOMATOES,WHEAT
1997,32,10,NORTHWEST,3400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000
1997,32,98,"OTHER DISTRICTS, ALL COUNTIES",1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000
1997,34,20,NORTH,NA,NA,NA,NA,57300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16600,NA,NA,NA,NA,NA,6700
1997,34,50,CENTRAL,600,NA,NA,NA,32200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61000,NA,NA,NA,NA,NA,11400
1997,34,80,SOUTH,3500,NA,NA,NA,26800,NA,NA,NA,NA,NA,NA,NA,2300,NA,NA,NA,NA,54800,NA,NA,NA,900,NA,21200
1997,34,98,"OTHER DISTRICTS, ALL COUNTIES",900,NA,NA,NA,1700,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,600,NA,NA,NA,300,NA,700
1997,35,10,NORTHWEST,NA,NA,NA,NA,26600,NA,NA,NA,NA,NA,NA,NA,6100,NA,NA,NA,1800,NA,NA,NA,NA,NA,NA,11800
1997,35,30,NORTHEAST,NA,NA,NA,NA,84700,18500,NA,NA,NA,NA,14800,NA,3800,NA,NA,NA,225600,NA,NA,NA,NA,NA,NA,401300
1997,35,70,SOUTHWEST,NA,NA,NA,NA,4800,9950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,NA,NA,NA,NA,NA,NA,3500
1997,35,90,SOUTHEAST,NA,NA,NA,NA,18900,52550,NA,NA,NA,NA,3200,NA,NA,NA,NA,NA,12600,NA,NA,NA,NA,NA,NA,13400
1997,35,98,"OTHER DISTRICTS, ALL COUNTIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,36,20,NORTHERN,NA,NA,NA,NA,94400,NA,NA,NA,NA,4200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1600
1997,36,30,NORTHEAST,NA,NA,NA,NA,37300,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300
1997,36,40,WESTERN,NA,70000,NA,NA,412800,NA,NA,NA,NA,34800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104700
1997,36,50,CENTRAL,NA,6200,NA,NA,286800,NA,NA,NA,NA,26000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18200
1997,36,60,EASTERN,NA,NA,NA,NA,119500,NA,NA,NA,NA,4600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1600
1997,36,70,SOUTHWEST,NA,NA,NA,NA,98800,NA,NA,NA,NA,20300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3900
1997,36,80,SOUTHERN,NA,1800,NA,NA,52700,NA,NA,NA,NA,6600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3100
1997,36,90,SOUTHEAST,NA,NA,NA,NA,65100,NA,NA,NA,NA,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100
1997,36,91,LONG ISLAND,NA,NA,NA,NA,2600,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500
1997,36,98,"OTHER DISTRICTS, ALL COUNTIES",NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,37,10,NORTHERN MOUNTAIN,3300,NA,NA,NA,34000,NA,NA,NA,NA,1800,NA,NA,NA,NA,NA,NA,100,17000,NA,NA,NA,NA,NA,9400
1997,37,20,WESTERN MOUNTAIN,400,NA,NA,NA,21000,400,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,300,3000,NA,NA,NA,NA,NA,1200
1997,37,40,NORTHERN PIEDMONT,2900,NA,NA,NA,42000,750,NA,NA,NA,13500,NA,NA,NA,NA,NA,NA,4900,61000,NA,NA,NA,200,NA,63200
1997,37,50,CENTRAL PIEDMONT,9200,NA,NA,NA,62000,3450,NA,NA,NA,9800,NA,NA,NA,NA,NA,NA,3050,72000,NA,NA,NA,400,NA,42300
1997,37,60,SOUTHERN PIEDMONT,6100,NA,NA,NA,67000,23200,NA,NA,NA,9800,NA,NA,NA,NA,NA,NA,4800,132000,NA,NA,NA,320,NA,77000
1997,37,70,NORTHERN COASTAL,600,NA,NA,NA,232000,333300,NA,NA,NA,3500,114485,NA,13400,NA,NA,NA,4600,312000,NA,NA,NA,9300,NA,159600
1997,37,80,CENTRAL COASTAL,700,NA,NA,NA,269000,177800,NA,NA,NA,6000,5045,NA,3820,NA,NA,NA,550,428000,NA,NA,NA,13300,NA,227800
1997,37,90,SOUTHERN COASTAL,800,NA,NA,NA,233000,151100,NA,NA,NA,8600,4470,NA,750,NA,NA,NA,1700,375000,NA,NA,NA,8400,NA,149500
1997,37,98,"OTHER DISTRICTS, ALL COUNTIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA
1997,38,10,NORTHWEST,246000,2500,NA,NA,5000,NA,18500,NA,NA,61000,NA,NA,NA,NA,3300,NA,NA,NA,4600,47900,NA,NA,NA,2177000
1997,38,20,NORTH CENTRAL,436000,11000,NA,NA,22000,NA,19500,NA,NA,76000,NA,NA,4300,NA,2100,NA,NA,6400,NA,183000,NA,NA,NA,1143000
1997,38,30,NORTHEAST,767000,300000,NA,NA,42000,NA,20000,NA,NA,17000,NA,NA,97400,NA,600,NA,NA,122000,127600,260000,NA,NA,NA,1902500
1997,38,40,WEST CENTRAL,100000,31000,NA,NA,30000,NA,8500,NA,NA,130000,NA,NA,NA,NA,700,NA,NA,1300,9600,15600,NA,NA,NA,1035500
1997,38,50,CENTRAL,250000,55000,NA,NA,50000,NA,26000,NA,NA,78000,NA,NA,7300,NA,3000,NA,NA,26000,NA,355000,NA,NA,NA,1100500
1997,38,60,EAST CENTRAL,316000,146000,NA,NA,135000,NA,5000,NA,NA,11000,NA,NA,5100,NA,1400,NA,NA,535000,56100,256500,NA,NA,NA,1231500
1997,38,70,SOUTHWEST,85000,500,NA,NA,31000,NA,10000,NA,NA,100000,NA,NA,NA,NA,1000,NA,NA,NA,NA,15500,NA,NA,NA,1029000
1997,38,80,SOUTH CENTRAL,85000,8000,NA,NA,75000,NA,5500,NA,NA,165000,NA,NA,1800,NA,2700,NA,NA,3400,NA,56500,NA,NA,NA,849000
1997,38,90,SOUTHEAST,115000,66000,NA,NA,390000,NA,12000,NA,NA,62000,NA,NA,8500,NA,7200,NA,NA,455000,33500,280000,NA,NA,NA,1157000
1997,38,98,"OTHER DISTRICTS, ALL COUNTIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,NA,NA,NA,NA,900,NA,NA,NA,NA,NA,NA
1997,39,10,NORTHWEST,NA,NA,NA,NA,765700,NA,NA,NA,NA,7000,NA,NA,NA,NA,NA,NA,NA,1088900,NA,NA,NA,NA,5600,401000
1997,39,20,NORTH CENTRAL,NA,NA,NA,NA,518700,NA,NA,NA,NA,15300,NA,NA,NA,NA,NA,NA,NA,728500,NA,NA,NA,NA,2750,233100
1997,39,30,NORTHEAST,NA,NA,NA,NA,271700,NA,NA,NA,NA,38100,NA,NA,NA,NA,NA,NA,NA,172700,NA,NA,NA,NA,NA,46500
1997,39,40,WEST CENTRAL,NA,NA,NA,NA,755700,NA,NA,NA,NA,12100,NA,NA,NA,NA,NA,NA,NA,826600,NA,NA,NA,NA,750,189200
1997,39,50,CENTRAL,NA,NA,NA,NA,793300,NA,NA,NA,NA,13300,NA,NA,NA,NA,NA,NA,NA,920400,NA,NA,NA,NA,NA,201000
1997,39,60,EAST CENTRAL,NA,NA,NA,NA,124500,NA,NA,NA,NA,24200,NA,NA,NA,NA,NA,NA,NA,24800,NA,NA,NA,NA,NA,14900
1997,39,70,SOUTHWEST,NA,NA,NA,NA,361100,NA,NA,NA,NA,2800,NA,NA,NA,NA,NA,NA,NA,398100,NA,NA,NA,NA,NA,56800
1997,39,80,SOUTH CENTRAL,NA,NA,NA,NA,127600,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA,162300,NA,NA,NA,NA,NA,26100
1997,39,90,SOUTHEAST,NA,NA,NA,NA,81700,NA,NA,NA,NA,5700,NA,NA,NA,NA,NA,NA,NA,27700,NA,NA,NA,NA,NA,11400
1997,39,98,"OTHER DISTRICTS, ALL COUNTIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,NA,NA,NA,NA,NA
1997,40,10,PANHANDLE,1400,NA,NA,NA,114000,NA,NA,NA,NA,9000,NA,NA,NA,NA,10000,NA,220000,900,NA,NA,NA,NA,NA,950000
1997,40,20,WEST CENTRAL,600,NA,NA,NA,3500,38000,NA,NA,NA,12000,5000,NA,NA,NA,26000,NA,30000,5100,NA,NA,NA,NA,NA,1070000
1997,40,30,SOUTHWEST,1000,NA,NA,NA,5500,153000,NA,NA,NA,8000,40000,NA,NA,NA,14500,NA,55000,11500,NA,NA,NA,NA,NA,1430000
1997,40,40,NORTH CENTRAL,1400,NA,NA,NA,5500,4500,NA,NA,NA,19000,NA,NA,NA,NA,54000,NA,96000,44000,NA,NA,NA,NA,NA,2000000
1997,40,50,CENTRAL,1000,NA,NA,NA,18000,2400,NA,NA,NA,10000,6300,NA,NA,NA,70000,NA,21000,35500,NA,NA,NA,NA,NA,830000
1997,40,60,SOUTH CENTRAL,NA,NA,NA,NA,13000,900,NA,NA,NA,9000,20000,NA,NA,NA,20000,NA,12000,20500,NA,NA,NA,NA,NA,225000
1997,40,70,NORTHEAST,NA,NA,NA,NA,13000,900,NA,NA,NA,6000,NA,NA,NA,NA,1000,NA,45000,138000,NA,NA,NA,NA,NA,140000
1997,40,80,EAST CENTRAL,NA,NA,NA,NA,18000,NA,NA,NA,NA,NA,7500,NA,NA,NA,4000,NA,8000,47000,NA,NA,NA,NA,NA,43000
1997,40,90,SOUTHEAST,NA,NA,NA,NA,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,3000,37500,NA,NA,NA,NA,NA,12000
1997,40,98,"OTHER DISTRICTS, ALL COUNTIES",600,NA,NA,NA,NA,300,NA,NA,NA,2000,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,41,10,NORTHWEST,3200,NA,NA,NA,15000,NA,NA,NA,NA,33800,NA,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71500
1997,41,20,NORTH CENTRAL,46000,NA,NA,NA,9600,NA,NA,NA,NA,8000,NA,NA,15200,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,455200
1997,41,30,NORTHEAST,40800,NA,NA,NA,7600,NA,NA,NA,NA,5200,NA,25600,18500,NA,NA,NA,NA,NA,900,NA,NA,NA,NA,356300
1997,41,70,SOUTHWEST,1300,NA,NA,NA,800,NA,NA,NA,NA,2600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1600
1997,41,80,SOUTHEAST,34700,NA,NA,NA,17000,NA,NA,NA,NA,30400,NA,NA,20600,NA,NA,NA,NA,NA,16500,NA,NA,NA,NA,70400
1997,41,98,"OTHER DISTRICTS, ALL COUNTIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,42,10,NORTHWESTERN,1500,NA,NA,NA,106000,NA,NA,NA,NA,25000,NA,NA,3500,NA,NA,NA,NA,19000,NA,NA,NA,NA,NA,6500
1997,42,20,NORTH CENTRAL,1500,NA,NA,NA,109000,NA,NA,NA,NA,19000,NA,NA,1100,NA,NA,NA,NA,8500,NA,NA,NA,NA,NA,4000
1997,42,30,NORTHEASTERN,NA,NA,NA,NA,26000,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,1500
1997,42,40,WEST CENTRAL,5000,NA,NA,NA,107000,NA,NA,NA,NA,33000,NA,NA,500,NA,NA,NA,NA,11000,NA,NA,NA,NA,NA,11000
1997,42,50,CENTRAL,13000,NA,NA,NA,306000,NA,NA,NA,NA,41000,NA,NA,3800,NA,NA,NA,NA,93500,NA,NA,NA,NA,NA,36000
1997,42,60,EAST CENTRAL,3000,NA,NA,NA,120000,NA,NA,NA,NA,13000,NA,NA,2700,NA,NA,NA,NA,36500,NA,NA,NA,NA,NA,22000
1997,42,70,SOUTHWESTERN,5000,NA,NA,NA,80000,NA,NA,NA,NA,20000,NA,NA,400,NA,NA,NA,NA,6000,NA,NA,NA,NA,NA,5500
1997,42,80,SOUTH CENTRAL,21500,NA,NA,NA,301000,NA,NA,NA,NA,19000,NA,NA,600,NA,NA,NA,NA,87500,NA,NA,NA,NA,NA,50500
1997,42,90,SOUTHEASTERN,21500,NA,NA,NA,395000,NA,NA,NA,NA,13000,NA,NA,1400,NA,NA,NA,NA,112500,NA,NA,NA,NA,NA,43000
1997,45,10,NORTHWEST,2400,NA,NA,NA,3900,1500,NA,NA,NA,8600,NA,NA,NA,NA,2200,NA,2200,10100,NA,NA,NA,NA,NA,11500
1997,45,20,NORTH CENTRAL,NA,NA,NA,NA,3300,6700,NA,NA,NA,2600,60,NA,NA,NA,1400,NA,1200,5500,NA,NA,NA,NA,NA,6500
1997,45,30,EASTERN,150,NA,NA,NA,93000,108700,NA,NA,NA,9800,990,NA,NA,NA,10800,NA,NA,296700,NA,NA,NA,NA,NA,140500
1997,45,40,WEST CENTRAL,1200,NA,NA,NA,10200,12300,NA,NA,NA,9000,950,NA,NA,NA,6200,NA,1150,17400,NA,NA,NA,NA,NA,14000
1997,45,50,CENTRAL,250,NA,NA,NA,148700,112500,NA,NA,NA,10500,5180,NA,NA,NA,6000,NA,600,174800,NA,NA,NA,NA,NA,97600
1997,45,80,SOUTHERN,NA,NA,NA,NA,90900,48300,NA,NA,NA,9500,3820,NA,NA,NA,8400,NA,NA,75500,NA,NA,NA,NA,NA,39900
1997,45,98,"OTHER DISTRICTS, ALL COUNTIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,NA,NA,NA,NA,NA,NA,NA
1997,46,10,NORTHWEST,24000,NA,NA,NA,44000,NA,NA,NA,NA,67600,NA,NA,NA,NA,NA,NA,12000,1800,NA,16000,NA,NA,NA,444000
1997,46,20,NORTH CENTRAL,51000,NA,NA,NA,490000,NA,7200,NA,NA,80400,NA,NA,NA,NA,12000,NA,12000,441000,NA,303500,NA,NA,NA,1036000
1997,46,30,NORTHEAST,23000,NA,NA,NA,558000,NA,1800,NA,NA,43000,NA,NA,NA,NA,11500,NA,6000,742000,NA,24000,NA,NA,NA,482000
1997,46,40,WEST CENTRAL,6300,NA,NA,NA,19000,NA,NA,NA,NA,32500,NA,NA,NA,NA,NA,NA,31000,NA,NA,10000,NA,NA,NA,586000
1997,46,50,CENTRAL,10500,NA,NA,NA,552000,NA,NA,NA,NA,42900,NA,NA,NA,NA,NA,NA,49000,182000,NA,311000,NA,NA,NA,704000
1997,46,60,EAST CENTRAL,3800,NA,NA,NA,930000,NA,NA,NA,NA,33500,NA,NA,NA,NA,1600,NA,12000,919000,NA,18500,NA,NA,NA,145000
1997,46,70,SOUTHWEST,5500,NA,NA,NA,20000,NA,NA,NA,NA,5700,NA,NA,NA,NA,NA,NA,8000,NA,NA,14000,NA,NA,NA,169000
1997,46,80,SOUTH CENTRAL,3700,NA,NA,NA,214000,NA,NA,NA,NA,34200,NA,NA,NA,NA,NA,NA,118000,20000,NA,100500,NA,NA,NA,340000
1997,46,90,SOUTHEAST,2200,NA,NA,NA,973000,NA,NA,NA,NA,40200,NA,NA,NA,NA,NA,NA,22000,991000,NA,14000,NA,NA,NA,105000
1997,46,98,"OTHER DISTRICTS, ALL COUNTIES",NA,NA,NA,NA,NA,NA,6000,NA,NA,NA,NA,NA,NA,NA,4900,NA,NA,3200,NA,13500,NA,NA,NA,9000
1997,47,10,DELTA,NA,NA,NA,NA,129000,145000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8700,504000,NA,NA,NA,NA,NA,148000
1997,47,20,WEST TENNESSEE,NA,NA,NA,NA,278000,335000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6500,473000,NA,NA,NA,NA,NA,240000
1997,47,30,WESTERN RIM,NA,NA,NA,NA,78000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86000,NA,NA,NA,NA,NA,50000
1997,47,40,CENTRAL BASIN,NA,NA,NA,NA,89000,6400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92000,NA,NA,NA,NA,NA,49000
1997,47,50,CUMBERLAND PLATEAU,NA,NA,NA,NA,68000,3470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000,NA,NA,NA,NA,NA,32000
1997,47,60,EAST TENNESSEE,NA,NA,NA,NA,58000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,NA,NA,NA,NA,NA,31000
1997,47,98,"OTHER DISTRICTS, ALL COUNTIES",NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4800,NA,NA,NA,NA,NA,NA,NA
1997,48,11,NORTHERN HIGH PLAINS,2500,NA,NA,NA,885000,664000,NA,NA,NA,11000,1700,NA,NA,NA,NA,NA,760000,66700,16400,16500,NA,NA,NA,2500000
1997,48,12,SOUTHERN HIGH PLAINS,NA,NA,NA,NA,87000,2848000,NA,NA,NA,2000,129400,NA,NA,NA,NA,NA,331000,24100,NA,60700,NA,NA,NA,250000
1997,48,21,NORTHERN LOW PLAINS,NA,NA,NA,NA,6000,438000,NA,NA,NA,4000,48000,NA,NA,NA,NA,NA,59000,1900,NA,NA,NA,NA,NA,600000
1997,48,22,SOUTHERN LOW PLAINS,1300,NA,NA,NA,1000,505000,NA,NA,NA,40000,14000,NA,NA,NA,NA,NA,119000,1300,NA,NA,NA,NA,NA,1100000
1997,48,30,CROSS TIMBERS,NA,NA,NA,NA,6000,15000,NA,NA,NA,39000,46100,NA,NA,NA,NA,NA,36000,NA,NA,NA,NA,NA,NA,575000
1997,48,40,BLACKLANDS,1500,NA,NA,NA,428000,179000,NA,NA,NA,146000,13000,NA,NA,NA,NA,NA,487000,110800,NA,NA,NA,NA,NA,780000
1997,48,51,EAST TEXAS NORTH,NA,NA,NA,NA,10000,13000,NA,NA,NA,1000,1300,NA,NA,3700,NA,NA,7000,39800,NA,NA,NA,NA,NA,45000
1997,48,52,EAST TEXAS SOUTH,NA,NA,NA,NA,37000,21000,NA,NA,NA,13000,3100,NA,NA,7600,NA,NA,17000,5100,NA,NA,NA,NA,NA,10000
1997,48,60,TRANS-PECOS,NA,NA,NA,NA,1000,58500,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,7000,NA,NA,NA,NA,NA,NA,6000
1997,48,70,EDWARDS PLATEAU,1600,NA,NA,NA,33000,153000,NA,NA,NA,87000,4700,NA,NA,NA,NA,NA,87000,NA,NA,NA,NA,NA,NA,260000
1997,48,81,SOUTH CENTRAL,NA,NA,NA,NA,181000,39000,NA,NA,NA,152000,19400,NA,NA,42200,NA,NA,186000,8100,NA,2100,NA,NA,NA,95000
1997,48,82,COASTAL BEND,NA,NA,NA,NA,65000,241000,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,467000,3900,NA,NA,NA,NA,NA,1000
1997,48,90,UPPER COAST,NA,NA,NA,NA,123000,183000,NA,NA,NA,3000,1100,NA,NA,206500,NA,NA,292000,150900,NA,NA,NA,NA,NA,7000
1997,48,96,SOUTH TEXAS,NA,NA,NA,NA,62000,17000,NA,NA,NA,49000,36500,NA,NA,NA,NA,NA,163000,NA,NA,1600,NA,NA,NA,70000
1997,48,97,LOWER VALLEY,NA,NA,NA,NA,75000,157000,NA,NA,NA,NA,1700,NA,NA,NA,NA,NA,332000,6200,NA,1300,NA,NA,NA,1000
1997,48,98,"OTHER DISTRICTS, ALL COUNTIES",3100,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,NA,5800,NA,NA,NA,NA
1997,49,10,NORTHERN,53000,NA,NA,NA,28000,NA,NA,NA,NA,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120500
1997,49,50,CENTRAL,36000,NA,NA,NA,21000,NA,NA,NA,NA,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31500
1997,49,60,EASTERN,6000,NA,NA,NA,10000,NA,NA,NA,NA,11000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41500
1997,49,70,SOUTHERN,5000,NA,NA,NA,3000,NA,NA,NA,NA,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500
1997,51,20,NORTHERN,12000,NA,NA,NA,119700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43000,NA,NA,NA,NA,NA,18400
1997,51,40,WESTERN,2900,NA,NA,NA,33100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3100,NA,NA,NA,NA,NA,5200
1997,51,50,CENTRAL,17400,NA,NA,NA,69300,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73100,NA,NA,NA,NA,NA,32600
1997,51,60,EASTERN,33600,NA,NA,NA,117000,7350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228200,NA,NA,NA,NA,NA,125000
1997,51,70,SOUTHWESTERN,NA,NA,NA,NA,37600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,NA,NA,NA,NA,NA,2400
1997,51,80,SOUTHERN,2900,NA,NA,NA,34000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10800,NA,NA,NA,NA,NA,26300
1997,51,90,SOUTHEASTERN,3900,NA,NA,NA,79300,93300,NA,NA,NA,NA,75650,NA,NA,NA,NA,NA,NA,151200,NA,NA,NA,NA,NA,70100
1997,51,98,"OTHER DISTRICTS, ALL COUNTIES",2300,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,53,10,WESTERN,4500,NA,NA,NA,32600,NA,NA,NA,NA,8000,NA,NA,9300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7000
1997,53,20,CENTRAL,11500,NA,NA,NA,45700,NA,NA,NA,NA,5000,NA,NA,29000,NA,NA,NA,NA,NA,5800,NA,NA,NA,NA,269000
1997,53,30,NORTHEAST,57500,NA,NA,NA,1400,NA,NA,NA,NA,10000,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140000
1997,53,50,EAST CENTRAL,141500,52900,NA,NA,61900,NA,NA,NA,NA,6300,NA,NA,102000,NA,NA,NA,NA,NA,12500,NA,NA,NA,NA,1300000
1997,53,90,SOUTHEAST,275000,NA,NA,NA,8400,NA,NA,NA,NA,5700,NA,17900,11000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,974000
1997,53,98,"OTHER DISTRICTS, ALL COUNTIES",NA,14300,NA,NA,NA,NA,NA,NA,NA,NA,NA,36500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,54,20,NORTHWEST,NA,NA,NA,NA,9000,NA,NA,NA,NA,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700
1997,54,40,SOUTHWEST,NA,NA,NA,NA,11000,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2300
1997,54,60,EASTERN,NA,NA,NA,NA,45000,NA,NA,NA,NA,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000
1997,55,10,NORTHWEST,11200,5700,NA,NA,283000,NA,NA,NA,NA,43000,NA,2300,2300,NA,NA,NA,NA,30000,NA,NA,NA,NA,NA,5700
1997,55,20,NORTH CENTRAL,12900,NA,NA,NA,233000,NA,NA,NA,NA,61000,NA,NA,3900,NA,NA,NA,NA,24500,NA,NA,NA,NA,NA,2100
1997,55,30,NORTHEAST,6000,5500,NA,NA,164000,NA,NA,NA,NA,31000,NA,3800,13300,NA,NA,NA,NA,15100,NA,NA,3800,NA,NA,9400
1997,55,40,WEST CENTRAL,12700,3300,NA,NA,620000,NA,NA,NA,NA,88000,NA,NA,NA,NA,NA,NA,NA,123500,NA,NA,4400,NA,NA,2200
1997,55,50,CENTRAL,3900,31500,NA,NA,332000,NA,NA,NA,NA,42000,NA,14500,59800,NA,NA,NA,NA,77200,NA,NA,47000,NA,NA,6200
1997,55,60,EAST CENTRAL,12900,13600,NA,NA,543000,NA,NA,NA,NA,88000,NA,18600,NA,NA,NA,NA,NA,160700,NA,NA,26400,NA,NA,69000
1997,55,70,SOUTHWEST,8300,NA,NA,NA,564000,NA,NA,NA,NA,91000,NA,2600,NA,NA,NA,NA,NA,129400,NA,NA,NA,NA,NA,3300
1997,55,80,SOUTH CENTRAL,7300,5100,NA,NA,838000,NA,NA,NA,NA,51000,NA,15500,NA,NA,NA,NA,NA,318600,NA,NA,19100,NA,NA,34000
1997,55,90,SOUTHEAST,4800,NA,NA,NA,273000,NA,NA,NA,NA,15000,NA,3900,NA,NA,NA,NA,NA,161000,NA,NA,8500,NA,NA,31100
1997,55,98,"OTHER DISTRICTS, ALL COUNTIES",NA,2100,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,6200,NA,NA,NA,NA,NA,NA,NA,6600,NA,NA,NA
1997,56,10,NORTHWEST,74500,34800,NA,NA,21800,NA,NA,NA,NA,21000,NA,NA,NA,NA,NA,NA,NA,NA,46600,NA,NA,NA,NA,2300
1997,56,20,NORTHEAST,11800,NA,NA,NA,4100,NA,NA,NA,NA,12500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45300
1997,56,30,WEST,17000,NA,NA,NA,NA,NA,NA,NA,NA,11500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800
1997,56,40,SOUTH CENTRAL,2500,NA,NA,NA,1100,NA,NA,NA,NA,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5200
1997,56,50,SOUTHEAST,9200,29200,NA,NA,58000,NA,NA,NA,NA,15000,NA,NA,NA,NA,NA,NA,NA,NA,16200,NA,NA,NA,NA,206400
1997,56,98,"OTHER DISTRICTS, ALL COUNTIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA
1998,01,10,NORTHERN VALLEY,NA,NA,NA,NA,76000,157300,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,1500,139000,NA,NA,NA,NA,NA,46800
1998,01,20,MOUNTAINS & EASTERN VALLEY,NA,NA,NA,NA,66000,24600,NA,NA,NA,600,NA,NA,4500,NA,NA,NA,900,77000,NA,NA,NA,920,NA,13000
